usage_id,service_call_id,part_id,quantity_used,usage_date
930,448,196,2,2024-12-28
931,448,94,2,2024-12-28
932,449,65,3,2024-09-15
933,449,158,4,2024-09-15
934,450,90,3,2024-08-08
935,450,194,5,2024-08-08
936,451,38,2,2025-02-07
937,451,24,2,2025-02-07
938,451,75,2,2025-02-07
939,452,69,1,2025-06-07
940,452,174,1,2025-06-07
941,452,91,4,2025-06-07
942,453,198,4,2025-01-05
943,454,181,2,2025-02-11
944,454,66,5,2025-02-11
945,454,104,1,2025-02-11
946,454,166,5,2025-02-11
947,455,67,5,2024-08-21
948,455,143,3,2024-08-21
949,457,124,1,2025-04-07
950,457,157,3,2025-04-07
951,457,6,5,2025-04-07
952,458,162,5,2024-08-18
953,458,46,4,2024-08-18
954,458,137,2,2024-08-18
955,458,34,4,2024-08-18
956,459,60,1,2025-03-04
957,460,108,3,2024-10-16
958,460,194,4,2024-10-16
959,460,30,5,2024-10-16
960,460,44,3,2024-10-16
961,461,26,1,2025-01-19
962,464,60,1,2025-02-04
963,465,125,4,2025-04-25
964,466,37,2,2024-09-27
965,466,177,4,2024-09-27
966,467,81,4,2025-04-18
967,467,192,2,2025-04-18
968,469,62,2,2025-06-03
969,469,7,1,2025-06-03
970,469,48,1,2025-06-03
971,469,128,2,2025-06-03
972,470,120,5,2025-04-22
973,470,108,2,2025-04-22
974,470,156,2,2025-04-22
975,470,72,3,2025-04-22
976,471,138,3,2025-01-22
977,471,15,4,2025-01-22
978,471,32,3,2025-01-22
979,472,140,3,2024-08-11
980,472,166,2,2024-08-11
981,472,33,3,2024-08-11
982,473,185,1,2025-03-08
983,473,198,3,2025-03-08
984,473,90,5,2025-03-08
985,474,118,5,2025-06-02
986,474,141,3,2025-06-02
987,474,115,2,2025-06-02
988,475,87,5,2024-12-29
989,475,127,5,2024-12-29
990,475,66,4,2024-12-29
991,475,89,4,2024-12-29
992,476,178,5,2024-08-02
993,476,132,3,2024-08-02
994,476,84,3,2024-08-02
995,476,80,5,2024-08-02
996,478,157,3,2025-03-07
997,478,191,5,2025-03-07
998,478,96,1,2025-03-07
999,479,200,4,2024-09-25
1000,479,109,1,2024-09-25
1001,480,34,2,2025-07-18
1002,480,166,4,2025-07-18
1003,480,5,2,2025-07-18
1004,480,15,5,2025-07-18
1005,481,42,1,2025-05-14
1006,481,27,3,2025-05-14
1007,481,153,1,2025-05-14
1008,482,171,5,2024-11-29
1009,482,110,5,2024-11-29
1010,484,62,2,2024-07-23
1011,484,135,2,2024-07-23
1012,486,156,3,2024-12-13
1013,486,14,4,2024-12-13
1014,486,198,5,2024-12-13
1015,486,43,3,2024-12-13
1016,487,180,2,2024-08-12
1017,487,108,5,2024-08-12
1018,487,116,2,2024-08-12
1019,488,104,3,2024-12-20
1020,488,58,1,2024-12-20
1021,488,6,4,2024-12-20
1022,489,56,2,2025-07-13
1023,489,75,2,2025-07-13
1024,490,58,5,2025-03-12
1025,490,69,4,2025-03-12
1026,490,148,5,2025-03-12
1027,491,172,3,2025-04-14
1028,491,172,5,2025-04-14
1029,492,47,1,2025-04-26
1030,492,149,5,2025-04-26
1031,492,117,1,2025-04-26
1032,492,58,2,2025-04-26
1033,493,155,5,2025-06-01
1034,493,195,1,2025-06-01
1035,493,170,2,2025-06-01
1036,494,52,4,2024-11-06
1037,494,94,5,2024-11-06
1038,494,167,1,2024-11-06
1039,496,30,4,2024-08-11
1040,496,139,2,2024-08-11
1041,496,192,4,2024-08-11
1042,498,11,4,2025-04-16
1043,498,175,5,2025-04-16
1044,499,56,3,2025-04-20
1045,499,28,2,2025-04-20
1046,500,155,5,2024-09-20
1047,500,7,1,2024-09-20
1048,500,162,3,2024-09-20
1049,500,108,4,2024-09-20
1050,501,114,1,2024-09-10
1051,501,131,5,2024-09-10
1052,503,90,5,2025-02-11
1053,503,119,2,2025-02-11
1054,503,90,1,2025-02-11
1055,503,153,5,2025-02-11
1056,504,124,2,2025-01-18
1057,504,83,2,2025-01-18
1058,505,78,4,2025-04-01
1059,506,198,1,2024-11-20
1060,506,127,1,2024-11-20
1061,506,191,5,2024-11-20
1062,506,76,3,2024-11-20
1063,507,35,2,2025-03-29
1064,507,146,1,2025-03-29
1065,508,175,2,2024-09-19
1066,508,40,3,2024-09-19
1067,509,69,3,2025-05-04
1068,509,198,1,2025-05-04
1069,510,91,2,2024-09-16
1070,510,20,3,2024-09-16
1071,510,194,1,2024-09-16
1072,510,2,3,2024-09-16
1073,511,184,2,2024-08-29
1074,511,76,5,2024-08-29
1075,511,67,4,2024-08-29
1076,511,81,4,2024-08-29
1077,512,8,3,2024-08-14
1078,512,131,4,2024-08-14
1079,512,71,5,2024-08-14
1080,512,111,4,2024-08-14
1081,513,85,5,2024-10-09
1082,513,127,1,2024-10-09
1083,514,185,1,2024-08-01
1084,516,17,2,2024-09-03
1085,516,14,1,2024-09-03
1086,517,5,2,2024-10-30
1087,518,108,3,2025-04-17
1088,518,110,2,2025-04-17
1089,518,73,4,2025-04-17
1090,519,159,1,2025-01-30
1091,520,124,3,2025-04-20
1092,520,40,5,2025-04-20
1093,521,189,2,2025-06-17
1094,521,69,5,2025-06-17
1095,521,68,3,2025-06-17
1096,521,87,1,2025-06-17
1097,522,129,3,2024-12-07
1098,522,177,1,2024-12-07
1099,522,197,2,2024-12-07
1100,524,161,1,2024-08-16
1101,525,27,1,2024-09-28
1102,525,150,1,2024-09-28
1103,525,121,2,2024-09-28
1104,525,16,5,2024-09-28
1105,526,130,5,2025-03-29
1106,527,127,5,2025-02-17
1107,527,9,2,2025-02-17
1108,527,82,4,2025-02-17
1109,528,11,2,2024-09-16
1110,528,21,3,2024-09-16
1111,528,106,4,2024-09-16
1112,529,77,5,2025-01-12
1113,529,79,4,2025-01-12
1114,530,195,1,2025-05-31
1115,530,67,1,2025-05-31
1116,531,142,2,2024-12-02
1117,531,12,3,2024-12-02
1118,531,174,5,2024-12-02
1119,531,103,2,2024-12-02
1120,532,2,4,2025-03-30
1121,532,119,3,2025-03-30
1122,533,193,2,2025-01-02
1123,533,116,4,2025-01-02
1124,536,69,1,2024-08-02
1125,536,200,1,2024-08-02
1126,536,193,1,2024-08-02
1127,536,124,3,2024-08-02
1128,537,191,3,2025-03-23
1129,537,165,4,2025-03-23
1130,537,137,5,2025-03-23
1131,537,32,4,2025-03-23
1132,538,149,4,2024-09-28
1133,538,59,5,2024-09-28
1134,540,191,1,2025-02-23
1135,542,121,4,2024-07-24
1136,543,95,1,2024-12-18
1137,543,196,3,2024-12-18
1138,544,134,5,2024-12-25
1139,544,62,4,2024-12-25
1140,544,195,4,2024-12-25
1141,544,189,5,2024-12-25
1142,545,25,2,2025-07-13
1143,545,116,1,2025-07-13
1144,545,13,5,2025-07-13
1145,546,86,2,2025-03-03
1146,546,160,5,2025-03-03
1147,547,29,1,2025-01-01
1148,548,43,1,2025-07-06
1149,549,136,2,2025-05-05
1150,549,146,2,2025-05-05
1151,549,118,4,2025-05-05
1152,550,168,5,2024-11-08
1153,551,62,4,2024-12-10
1154,551,190,5,2024-12-10
1155,551,70,5,2024-12-10
1156,552,108,3,2025-06-13
1157,552,66,1,2025-06-13
1158,552,113,2,2025-06-13
1159,552,101,1,2025-06-13
1160,553,54,4,2024-09-24
1161,554,42,2,2024-10-02
1162,554,112,3,2024-10-02
1163,554,93,5,2024-10-02
1164,555,56,2,2024-11-23
1165,555,12,2,2024-11-23
1166,555,166,1,2024-11-23
1167,555,54,2,2024-11-23
1168,556,129,5,2024-12-15
1169,556,110,4,2024-12-15
1170,556,74,4,2024-12-15
1171,557,83,2,2025-07-19
1172,558,126,4,2025-05-19
1173,558,156,4,2025-05-19
1174,559,133,4,2025-06-13
1175,560,62,4,2024-10-15
1176,560,164,2,2024-10-15
1177,560,39,4,2024-10-15
1178,561,182,2,2024-10-13
1179,562,86,3,2024-12-15
1180,562,32,5,2024-12-15
1181,563,63,1,2024-11-27
1182,565,133,3,2025-04-21
1183,565,102,3,2025-04-21
1184,566,60,5,2024-09-17
1185,566,78,2,2024-09-17
1186,566,94,3,2024-09-17
1187,568,116,5,2024-08-23
1188,568,87,3,2024-08-23
1189,569,98,5,2024-08-29
1190,571,49,5,2025-01-19
1191,571,123,5,2025-01-19
1192,572,10,4,2024-09-09
1193,573,165,3,2024-11-25
1194,573,86,3,2024-11-25
1195,573,150,1,2024-11-25
1196,574,2,4,2024-08-17
1197,575,197,4,2025-05-12
1198,575,102,3,2025-05-12
1199,575,197,2,2025-05-12
1200,576,32,4,2025-04-15
1201,576,22,1,2025-04-15
1202,578,124,1,2024-09-04
1203,579,46,1,2025-05-12
1204,579,136,4,2025-05-12
1205,579,162,2,2025-05-12
1206,580,9,1,2025-05-10
1207,580,109,4,2025-05-10
1208,580,14,2,2025-05-10
1209,580,134,4,2025-05-10
1210,581,49,2,2025-06-24
1211,582,123,5,2025-02-01
1212,583,58,4,2024-09-12
1213,583,173,4,2024-09-12
1214,583,87,1,2024-09-12
1215,583,135,1,2024-09-12
1216,584,115,3,2024-11-19
1217,584,107,1,2024-11-19
1218,584,132,5,2024-11-19
1219,585,191,5,2024-10-19
1220,586,100,2,2024-08-13
1221,587,20,4,2024-10-27
1222,587,66,5,2024-10-27
1223,587,197,3,2024-10-27
1224,588,15,5,2025-03-31
1225,588,53,5,2025-03-31
1226,588,54,5,2025-03-31
1227,589,169,5,2025-03-13
1228,590,142,5,2024-11-28
1229,590,42,3,2024-11-28
1230,590,27,1,2024-11-28
1231,590,175,2,2024-11-28
1232,591,189,5,2024-08-03
1233,591,21,1,2024-08-03
1234,592,150,4,2024-10-31
1235,592,158,3,2024-10-31
1236,592,196,4,2024-10-31
1237,593,170,5,2024-09-06
1238,593,28,2,2024-09-06
1239,594,20,3,2024-12-29
1240,595,18,4,2025-04-16
1241,595,37,3,2025-04-16
1242,597,192,3,2025-05-01
1243,597,25,4,2025-05-01
1244,598,193,5,2025-05-27
1245,599,195,4,2024-11-29
1246,599,64,1,2024-11-29
1247,600,76,3,2024-10-29
1248,600,27,5,2024-10-29
1249,601,174,2,2024-08-21
1250,601,189,1,2024-08-21
1251,601,150,5,2024-08-21
1252,601,198,4,2024-08-21
1253,603,97,2,2024-10-04
1254,605,14,2,2024-09-24
1255,605,149,1,2024-09-24
1256,605,9,1,2024-09-24
1257,605,173,4,2024-09-24
1258,606,1,1,2025-07-23
1259,606,120,2,2025-07-23
1260,606,180,2,2025-07-23
1261,607,5,2,2024-08-24
1262,607,44,5,2024-08-24
1263,607,124,5,2024-08-24
1264,608,156,5,2024-09-29
1265,608,42,1,2024-09-29
1266,608,91,4,2024-09-29
1267,608,133,3,2024-09-29
1268,609,161,2,2025-06-23
1269,610,83,2,2024-12-04
1270,610,141,2,2024-12-04
1271,610,51,3,2024-12-04
1272,610,120,5,2024-12-04
1273,611,191,5,2024-10-18
1274,611,96,2,2024-10-18
1275,611,14,1,2024-10-18
1276,612,191,3,2025-05-09
1277,612,29,5,2025-05-09
1278,613,126,4,2024-08-15
1279,614,164,1,2025-01-16
1280,614,115,2,2025-01-16
1281,614,105,3,2025-01-16
1282,614,137,5,2025-01-16
1283,615,24,4,2024-07-28
1284,615,117,2,2024-07-28
1285,615,185,2,2024-07-28
1286,615,132,2,2024-07-28
1287,616,59,2,2025-07-06
1288,616,60,5,2025-07-06
1289,616,11,5,2025-07-06
1290,616,178,1,2025-07-06
1291,617,64,4,2025-06-08
1292,617,72,2,2025-06-08
1293,618,149,4,2024-10-14
1294,619,84,2,2024-11-17
1295,619,4,2,2024-11-17
1296,619,179,2,2024-11-17
1297,620,99,4,2025-04-09
1298,620,141,5,2025-04-09
1299,622,167,1,2024-11-01
1300,622,26,5,2024-11-01
1301,623,53,2,2025-02-03
1302,623,131,3,2025-02-03
1303,623,109,3,2025-02-03
1304,623,61,5,2025-02-03
1305,624,5,3,2024-07-31
1306,625,94,4,2024-11-12
1307,625,64,1,2024-11-12
1308,625,168,1,2024-11-12
1309,626,148,3,2025-01-02
1310,626,26,5,2025-01-02
1311,627,192,5,2025-03-18
1312,627,179,4,2025-03-18
1313,627,108,2,2025-03-18
1314,628,191,3,2025-04-20
1315,628,192,3,2025-04-20
1316,628,135,2,2025-04-20
1317,629,125,5,2025-05-17
1318,630,21,1,2025-04-17
1319,630,92,1,2025-04-17
1320,630,165,3,2025-04-17
1321,631,41,5,2025-03-26
1322,631,71,2,2025-03-26
1323,631,142,5,2025-03-26
1324,632,19,3,2025-02-08
1325,632,187,5,2025-02-08
1326,632,199,3,2025-02-08
1327,632,131,3,2025-02-08
1328,633,118,2,2025-02-26
1329,634,119,3,2024-09-20
1330,635,147,3,2025-03-25
1331,636,99,5,2024-10-10
1332,636,56,1,2024-10-10
1333,636,63,1,2024-10-10
1334,636,132,5,2024-10-10
1335,638,82,4,2024-11-15
1336,638,192,4,2024-11-15
1337,638,31,2,2024-11-15
1338,638,194,1,2024-11-15
1339,640,57,4,2025-06-17
1340,640,135,2,2025-06-17
1341,641,152,4,2024-12-18
1342,641,145,4,2024-12-18
1343,641,197,1,2024-12-18
1344,641,122,4,2024-12-18
1345,642,35,1,2024-10-31
1346,642,113,5,2024-10-31
1347,644,96,1,2024-08-19
1348,644,150,3,2024-08-19
1349,645,153,3,2024-11-29
1350,645,126,4,2024-11-29
1351,645,98,1,2024-11-29
1352,645,138,2,2024-11-29
1353,646,90,4,2025-02-09
1354,646,162,2,2025-02-09
1355,646,41,3,2025-02-09
1356,646,93,1,2025-02-09
1357,648,17,5,2024-10-24
1358,649,51,5,2025-06-02
1359,650,5,5,2024-10-06
1360,650,197,3,2024-10-06
1361,650,94,5,2024-10-06
1362,650,40,4,2024-10-06
1363,651,188,5,2025-04-19
1364,651,69,5,2025-04-19
1365,651,82,1,2025-04-19
1366,651,64,5,2025-04-19
1367,652,192,2,2024-12-20
1368,652,140,4,2024-12-20
1369,652,120,2,2024-12-20
1370,652,86,2,2024-12-20
1371,653,136,2,2025-02-19
1372,653,176,5,2025-02-19
1373,654,122,1,2024-12-19
1374,654,131,3,2024-12-19
1375,654,56,5,2024-12-19
1376,655,111,4,2025-04-06
1377,656,83,1,2025-03-10
1378,657,41,4,2025-07-18
1379,657,173,4,2025-07-18
1380,658,176,5,2024-11-30
1381,659,93,1,2025-05-10
1382,659,173,3,2025-05-10
1383,659,51,4,2025-05-10
1384,660,80,3,2024-09-15
1385,661,6,1,2024-09-27
1386,661,171,4,2024-09-27
1387,662,147,4,2024-08-02
1388,663,146,3,2024-07-27
1389,663,26,5,2024-07-27
1390,663,19,4,2024-07-27
1391,663,10,2,2024-07-27
1392,664,138,4,2024-12-07
1393,664,70,3,2024-12-07
1394,664,183,2,2024-12-07
1395,665,45,2,2024-11-18
1396,665,152,4,2024-11-18
1397,665,84,1,2024-11-18
1398,666,144,1,2024-11-07
1399,666,113,4,2024-11-07
1400,666,62,4,2024-11-07
1401,666,32,5,2024-11-07
1402,667,90,3,2024-10-24
1403,667,10,3,2024-10-24
1404,668,42,1,2025-02-18
1405,668,88,3,2025-02-18
1406,669,29,5,2025-03-13
1407,669,49,1,2025-03-13
1408,670,174,3,2025-01-20
1409,670,81,2,2025-01-20
1410,670,2,1,2025-01-20
1411,670,179,2,2025-01-20
1412,671,189,3,2024-08-16
1413,671,7,2,2024-08-16
1414,671,34,3,2024-08-16
1415,672,51,4,2024-08-15
1416,672,51,2,2024-08-15
1417,672,94,1,2024-08-15
1418,672,140,2,2024-08-15
1419,674,96,5,2025-07-04
1420,675,127,2,2024-12-16
1421,675,140,3,2024-12-16
1422,675,87,3,2024-12-16
1423,675,125,1,2024-12-16
1424,678,17,4,2024-09-12
1425,678,52,2,2024-09-12
1426,678,17,5,2024-09-12
1427,678,43,3,2024-09-12
1428,680,42,1,2024-08-11
1429,681,34,4,2025-05-16
1430,681,49,2,2025-05-16
1431,681,21,2,2025-05-16
1432,681,3,3,2025-05-16
1433,682,1,5,2024-09-04
1434,682,109,5,2024-09-04
1435,682,97,3,2024-09-04
1436,682,14,2,2024-09-04
1437,683,149,5,2024-11-20
1438,683,80,5,2024-11-20
1439,683,59,5,2024-11-20
1440,685,92,3,2025-07-13
1441,685,64,4,2025-07-13
1442,686,122,1,2025-06-18
1443,686,190,1,2025-06-18
1444,687,8,2,2024-11-19
1445,687,116,5,2024-11-19
1446,687,105,1,2024-11-19
1447,687,170,5,2024-11-19
1448,688,199,3,2025-01-06
1449,688,35,1,2025-01-06
1450,688,127,1,2025-01-06
1451,688,177,2,2025-01-06
1452,689,95,4,2025-06-18
1453,690,115,4,2024-07-30
1454,690,99,4,2024-07-30
1455,690,170,2,2024-07-30
1456,691,67,1,2024-11-25
1457,692,57,1,2024-10-10
1458,692,124,1,2024-10-10
1459,692,50,4,2024-10-10
1460,693,88,2,2025-05-12
1461,693,174,5,2025-05-12
1462,693,185,3,2025-05-12
1463,693,86,4,2025-05-12
1464,694,8,1,2025-06-14
1465,694,9,4,2025-06-14
1466,695,139,1,2025-07-16
1467,695,124,3,2025-07-16
1468,695,166,5,2025-07-16
1469,695,8,5,2025-07-16
1470,697,16,1,2025-06-04
1471,697,29,2,2025-06-04
1472,698,17,2,2025-07-03
1473,698,143,4,2025-07-03
1474,699,115,2,2024-08-10
1475,699,47,3,2024-08-10
1476,699,36,1,2024-08-10
1477,700,186,5,2024-10-15
1478,700,74,3,2024-10-15
1479,701,143,3,2024-09-06
1480,701,83,1,2024-09-06
1481,701,183,4,2024-09-06
1482,703,113,4,2025-03-12
1483,703,6,1,2025-03-12
1484,703,149,3,2025-03-12
1485,703,117,4,2025-03-12
1486,704,142,1,2024-10-20
1487,704,49,1,2024-10-20
1488,705,81,4,2024-09-10
1489,706,190,3,2024-08-02
1490,706,144,1,2024-08-02
1491,707,75,2,2024-10-26
1492,707,4,4,2024-10-26
1493,707,3,5,2024-10-26
1494,707,93,2,2024-10-26
1495,708,188,3,2025-02-03
1496,709,180,4,2025-01-29
1497,709,5,1,2025-01-29
1498,709,181,2,2025-01-29
1499,710,188,3,2024-10-07
1500,712,76,2,2024-11-09
1501,714,113,1,2024-12-22
1502,714,131,4,2024-12-22
1503,714,6,3,2024-12-22
1504,716,125,3,2024-12-30
1505,716,29,1,2024-12-30
1506,717,63,1,2024-09-21
1507,718,85,2,2025-04-04
1508,718,125,3,2025-04-04
1509,718,194,4,2025-04-04
1510,718,113,2,2025-04-04
1511,719,75,2,2024-10-19
1512,719,14,5,2024-10-19
1513,719,171,2,2024-10-19
1514,719,9,1,2024-10-19
1515,720,178,3,2024-11-22
1516,720,53,3,2024-11-22
1517,720,38,3,2024-11-22
1518,720,135,4,2024-11-22
1519,721,107,2,2025-06-23
1520,721,111,4,2025-06-23
1521,721,82,4,2025-06-23
1522,721,83,1,2025-06-23
1523,722,164,5,2024-10-25
1524,722,24,3,2024-10-25
1525,722,145,1,2024-10-25
1526,722,153,3,2024-10-25
1527,723,164,3,2025-02-24
1528,724,139,5,2025-03-17
1529,725,46,4,2024-11-11
1530,725,127,5,2024-11-11
1531,725,97,5,2024-11-11
1532,725,184,3,2024-11-11
1533,726,41,1,2024-12-08
1534,727,156,1,2024-11-28
1535,727,76,3,2024-11-28
1536,728,32,4,2025-01-12
1537,729,164,2,2025-06-06
1538,730,119,2,2025-05-15
1539,730,107,5,2025-05-15
1540,730,33,5,2025-05-15
1541,731,44,3,2024-07-31
1542,731,126,3,2024-07-31
1543,731,178,5,2024-07-31
1544,733,135,5,2025-02-05
1545,733,145,4,2025-02-05
1546,733,130,5,2025-02-05
1547,733,71,3,2025-02-05
1548,734,62,1,2025-05-04
1549,734,61,5,2025-05-04
1550,734,190,5,2025-05-04
1551,734,8,5,2025-05-04
1552,735,34,5,2025-07-11
1553,737,189,5,2025-02-10
1554,737,35,3,2025-02-10
1555,738,188,4,2024-11-15
1556,739,20,2,2024-10-11
1557,739,76,2,2024-10-11
1558,739,104,1,2024-10-11
1559,739,57,2,2024-10-11
1560,740,125,4,2025-04-06
1561,740,61,5,2025-04-06
1562,740,89,3,2025-04-06
1563,741,74,5,2025-03-31
1564,741,129,2,2025-03-31
1565,744,129,5,2025-05-26
1566,746,44,5,2024-11-02
1567,746,91,5,2024-11-02
1568,746,110,2,2024-11-02
1569,746,185,4,2024-11-02
1570,747,157,5,2025-04-17
1571,748,40,2,2025-04-17
1572,748,172,3,2025-04-17
1573,750,112,2,2024-10-19
1574,750,114,5,2024-10-19
1575,750,118,1,2024-10-19
1576,751,47,4,2025-04-29
1577,751,76,3,2025-04-29
1578,751,124,3,2025-04-29
1579,752,136,1,2025-01-19
1580,752,36,3,2025-01-19
1581,752,18,3,2025-01-19
1582,752,184,2,2025-01-19
1583,753,74,3,2025-04-17
1584,753,22,2,2025-04-17
1585,753,44,1,2025-04-17
1586,754,141,2,2025-02-24
1587,754,161,2,2025-02-24
1588,754,168,2,2025-02-24
1589,754,75,2,2025-02-24
1590,755,176,2,2024-12-25
1591,755,144,5,2024-12-25
1592,756,92,2,2025-01-10
1593,756,47,4,2025-01-10
1594,757,107,3,2024-10-14
1595,758,18,2,2025-05-24
1596,758,6,3,2025-05-24
1597,759,137,1,2025-01-02
1598,759,66,5,2025-01-02
1599,759,12,2,2025-01-02
1600,759,86,4,2025-01-02
1601,760,136,1,2025-04-11
1602,760,159,4,2025-04-11
1603,760,39,3,2025-04-11
1604,760,106,2,2025-04-11
1605,762,155,2,2025-03-29
1606,762,151,3,2025-03-29
1607,762,134,4,2025-03-29
1608,763,173,3,2025-01-29
1609,765,21,1,2025-05-11
1610,765,103,4,2025-05-11
1611,765,137,1,2025-05-11
1612,766,81,2,2025-06-11
1613,767,126,4,2024-08-26
1614,767,46,5,2024-08-26
1615,768,164,3,2025-01-21
1616,769,23,5,2025-04-14
1617,769,76,5,2025-04-14
1618,769,14,3,2025-04-14
1619,769,142,5,2025-04-14
1620,770,189,3,2025-02-15
1621,770,158,4,2025-02-15
1622,770,126,5,2025-02-15
1623,770,124,4,2025-02-15
1624,772,49,1,2024-12-05
1625,772,67,2,2024-12-05
1626,773,31,2,2025-07-05
1627,774,165,2,2025-02-15
1628,775,35,5,2024-11-12
1629,775,114,2,2024-11-12
1630,776,72,1,2024-10-29
1631,776,189,1,2024-10-29
1632,776,59,3,2024-10-29
1633,776,179,1,2024-10-29
1634,777,171,3,2024-09-04
1635,777,75,3,2024-09-04
1636,777,103,5,2024-09-04
1637,778,42,5,2024-07-27
1638,778,25,2,2024-07-27
1639,780,52,5,2024-10-25
1640,780,41,3,2024-10-25
1641,780,31,5,2024-10-25
1642,780,154,3,2024-10-25
1643,781,93,4,2025-03-26
1644,781,144,4,2025-03-26
1645,782,10,4,2025-07-19
1646,782,25,1,2025-07-19
1647,784,48,4,2025-03-31
1648,784,18,2,2025-03-31
1649,785,15,1,2025-01-16
1650,785,54,2,2025-01-16
1651,785,47,2,2025-01-16
1652,785,162,5,2025-01-16
1653,786,114,2,2025-04-10
1654,786,174,3,2025-04-10
1655,786,158,1,2025-04-10
1656,787,125,4,2025-02-21
1657,787,156,3,2025-02-21
1658,787,105,3,2025-02-21
1659,787,194,3,2025-02-21
1660,789,86,5,2024-10-24
1661,791,56,2,2025-06-03
1662,791,96,4,2025-06-03
1663,791,156,4,2025-06-03
1664,794,59,3,2024-10-19
1665,794,196,4,2024-10-19
1666,797,140,5,2025-03-12
1667,799,83,3,2024-08-06
1668,799,42,1,2024-08-06
1669,800,180,2,2024-12-19
1670,800,70,4,2024-12-19
1671,800,162,4,2024-12-19
1672,801,72,4,2025-05-27
1673,801,9,4,2025-05-27
1674,801,4,3,2025-05-27
1675,801,58,2,2025-05-27
1676,802,176,5,2025-02-05
1677,802,53,1,2025-02-05
1678,802,87,2,2025-02-05
1679,803,105,1,2025-03-25
1680,803,36,5,2025-03-25
1681,803,85,1,2025-03-25
1682,803,192,1,2025-03-25
1683,804,175,2,2025-07-23
1684,804,178,1,2025-07-23
1685,804,118,3,2025-07-23
1686,805,144,1,2024-10-18
1687,806,64,5,2025-04-06
1688,806,3,1,2025-04-06
1689,807,177,4,2024-12-20
1690,807,24,4,2024-12-20
1691,807,78,5,2024-12-20
1692,807,143,2,2024-12-20
1693,808,67,3,2025-04-23
1694,809,139,3,2024-08-22
1695,810,13,3,2024-12-04
1696,810,163,4,2024-12-04
1697,810,161,2,2024-12-04
1698,811,136,3,2024-10-24
1699,812,178,3,2025-03-27
1700,812,111,1,2025-03-27
1701,814,187,1,2024-09-20
1702,815,23,2,2025-01-22
1703,815,52,3,2025-01-22
1704,816,39,5,2025-05-02
1705,816,55,5,2025-05-02
1706,818,84,3,2024-09-07
1707,818,120,3,2024-09-07
1708,818,60,2,2024-09-07
1709,819,11,4,2024-10-11
1710,820,142,2,2025-05-23
1711,820,65,5,2025-05-23
1712,820,136,3,2025-05-23
1713,820,144,5,2025-05-23
1714,821,106,4,2024-09-10
1715,821,120,4,2024-09-10
1716,821,200,5,2024-09-10
1717,822,72,3,2024-07-26
1718,823,89,3,2025-02-03
1719,823,160,3,2025-02-03
1720,823,44,3,2025-02-03
1721,824,6,3,2025-02-18
1722,824,62,4,2025-02-18
1723,824,34,3,2025-02-18
1724,825,13,1,2025-05-19
1725,825,84,4,2025-05-19
1726,825,28,2,2025-05-19
1727,825,138,2,2025-05-19
1728,826,58,1,2024-12-15
1729,826,19,5,2024-12-15
1730,826,63,1,2024-12-15
1731,826,104,4,2024-12-15
1732,828,45,5,2024-08-12
1733,828,187,3,2024-08-12
1734,829,54,1,2025-06-04
1735,830,106,2,2024-11-03
1736,830,104,3,2024-11-03
1737,831,172,5,2024-12-14
1738,831,45,5,2024-12-14
1739,834,153,3,2025-01-24
1740,834,75,1,2025-01-24
1741,835,73,5,2025-01-20
1742,835,28,4,2025-01-20
1743,835,159,4,2025-01-20
1744,836,67,3,2025-04-15
1745,836,25,3,2025-04-15
1746,836,172,1,2025-04-15
1747,836,198,5,2025-04-15
1748,837,44,5,2024-09-23
1749,838,98,3,2025-05-08
1750,838,181,2,2025-05-08
1751,838,96,1,2025-05-08
1752,838,196,1,2025-05-08
1753,840,85,4,2025-03-27
1754,840,159,5,2025-03-27
1755,840,29,4,2025-03-27
1756,840,32,4,2025-03-27
1757,843,111,2,2024-10-29
1758,843,192,2,2024-10-29
1759,844,32,4,2025-01-25
1760,844,191,2,2025-01-25
1761,844,166,2,2025-01-25
1762,844,114,3,2025-01-25
1763,845,79,1,2024-10-04
1764,846,117,5,2025-01-19
1765,846,77,5,2025-01-19
1766,847,103,5,2024-08-21
1767,847,41,3,2024-08-21
1768,848,149,4,2024-10-12
1769,848,187,4,2024-10-12
1770,848,174,2,2024-10-12
1771,849,41,5,2024-12-24
1772,849,41,5,2024-12-24
1773,849,193,3,2024-12-24
1774,849,122,2,2024-12-24
1775,850,181,4,2025-01-31
1776,851,34,1,2025-04-04
1777,851,26,3,2025-04-04
1778,851,37,3,2025-04-04
1779,852,3,3,2025-01-30
1780,852,158,3,2025-01-30
1781,852,60,2,2025-01-30
1782,852,114,3,2025-01-30
1783,853,89,5,2024-09-11
1784,854,62,4,2025-01-14
1785,855,131,1,2024-07-26
1786,855,198,4,2024-07-26
1787,855,26,3,2024-07-26
1788,856,79,4,2025-04-21
1789,856,166,3,2025-04-21
1790,856,65,1,2025-04-21
1791,856,127,2,2025-04-21
1792,858,86,4,2024-10-24
1793,858,191,5,2024-10-24
1794,858,59,2,2024-10-24
1795,859,123,1,2025-02-19
1796,860,124,1,2024-09-26
1797,860,95,4,2024-09-26
1798,860,65,3,2024-09-26
1799,861,49,4,2024-10-05
1800,861,115,1,2024-10-05
1801,862,147,1,2024-07-23
1802,862,185,4,2024-07-23
1803,862,52,2,2024-07-23
1804,863,109,3,2025-07-11
1805,863,151,2,2025-07-11
1806,863,85,4,2025-07-11
