service_call_id,customer_id,technician_id,equipment_id,service_date,service_type,duration_hours,labor_cost,parts_cost,total_cost
379,246,14,49,2025-05-09,Repair,2.6,158.6,90.91,249.51
380,377,7,17,2024-11-22,Inspection,5.2,374.4,123.75,498.15
381,157,7,28,2025-05-04,Maintenance,1.7,156.4,199.63,356.03
382,482,7,8,2025-06-23,Inspection,6.8,550.8,248.72,799.52
383,335,5,16,2024-08-19,Installation,2.2,147.4,101.53,248.93
384,165,13,45,2024-11-08,Maintenance,5.2,390.0,161.11,551.11
385,141,4,44,2025-03-30,Repair,1.5,138.0,31.59,169.59
386,338,7,19,2024-10-06,Maintenance,3.6,338.4,195.93,534.3299999999999
387,340,1,38,2025-05-07,Installation,7.2,576.0,263.3,839.3
388,437,13,20,2025-06-29,Maintenance,3.2,230.4,255.01,485.40999999999997
389,291,15,27,2025-03-16,Emergency,2.5,195.0,235.04,430.03999999999996
390,137,4,28,2024-11-11,Inspection,4.5,333.0,77.0,410.0
391,296,1,29,2024-09-19,Repair,5.0,470.0,85.51,555.51
392,221,3,29,2025-03-23,Inspection,2.5,125.0,30.63,155.63
393,106,6,37,2024-11-19,Inspection,5.7,290.7,290.95,581.65
394,48,3,42,2024-08-21,Installation,3.5,234.5,48.51,283.01
395,121,2,43,2025-07-27,Repair,6.5,552.5,221.04,773.54
396,465,7,1,2025-03-28,Inspection,1.1,56.1,178.14,234.23999999999998
397,424,12,47,2024-08-05,Repair,2.4,199.2,155.31,354.51
398,144,14,2,2024-10-08,Maintenance,3.1,285.2,14.75,299.95
399,93,2,30,2025-05-09,Maintenance,7.3,627.8,149.8,777.5999999999999
400,468,7,50,2024-10-25,Emergency,6.6,429.0,154.76,583.76
401,83,13,28,2025-07-06,Maintenance,6.1,530.7,148.32,679.02
402,427,11,12,2024-12-26,Installation,5.3,445.2,23.48,468.68
403,34,8,37,2024-08-15,Maintenance,1.3,122.2,232.01,354.21
404,92,8,4,2024-11-27,Emergency,2.3,184.0,208.13,392.13
405,264,15,7,2025-06-20,Emergency,1.4,119.0,207.68,326.68
406,7,12,35,2025-01-24,Inspection,4.2,243.6,23.79,267.39
407,256,4,5,2025-01-18,Installation,5.7,347.7,27.85,375.55
408,338,13,19,2025-06-10,Maintenance,6.6,349.8,160.64,510.44
409,218,15,37,2024-10-28,Inspection,4.4,387.2,145.01,532.21
410,325,6,4,2025-04-25,Repair,3.6,187.2,196.14,383.34
411,281,8,24,2024-08-06,Repair,4.5,360.0,219.39,579.39
412,393,1,17,2025-06-04,Inspection,3.7,196.1,36.05,232.14999999999998
413,326,8,25,2025-02-13,Installation,6.4,428.8,284.65,713.45
414,297,9,4,2024-09-17,Repair,7.1,411.8,200.94,612.74
415,354,5,6,2025-04-22,Maintenance,6.5,435.5,294.64,730.14
416,263,14,6,2025-02-07,Installation,3.3,280.5,1.94,282.44
417,338,5,36,2024-12-28,Maintenance,7.4,584.6,87.93,672.53
418,497,6,17,2025-02-10,Inspection,5.2,520.0,90.02,610.02
419,89,4,36,2025-05-09,Repair,1.8,163.8,173.71,337.51
420,374,6,21,2025-06-17,Maintenance,6.2,328.6,245.49,574.09
421,141,2,49,2025-06-29,Emergency,6.2,384.4,148.73,533.13
422,492,12,8,2024-09-12,Installation,4.4,369.6,4.31,373.91
423,492,10,1,2025-07-02,Emergency,6.4,633.6,222.44,856.04
424,418,9,7,2025-02-05,Inspection,4.1,393.6,269.12,662.72
425,482,8,38,2024-10-25,Repair,3.1,167.4,49.19,216.59
426,225,11,30,2025-07-31,Repair,1.2,79.2,111.89,191.09
427,258,14,41,2024-08-21,Installation,3.8,345.8,205.02,550.82
428,374,13,20,2025-02-20,Maintenance,6.6,382.8,56.8,439.6
429,39,13,17,2024-09-15,Inspection,2.3,121.9,85.94,207.84
430,402,10,31,2025-01-26,Emergency,5.8,527.8,110.79,638.5899999999999
431,14,6,16,2024-09-11,Installation,1.7,159.8,264.92,424.72
432,288,9,32,2024-10-08,Installation,1.4,92.4,88.4,180.8
433,115,15,24,2025-04-15,Inspection,7.7,562.1,35.23,597.33
434,139,3,43,2025-01-09,Inspection,3.7,203.5,181.41,384.90999999999997
435,421,7,25,2025-01-03,Inspection,7.2,568.8,172.46,741.26
436,360,9,38,2024-11-06,Maintenance,7.5,540.0,13.61,553.61
437,320,15,13,2024-10-14,Maintenance,3.8,376.2,168.61,544.81
438,482,7,32,2024-09-27,Installation,2.7,183.6,153.03,336.63
439,216,9,24,2025-02-22,Inspection,7.0,455.0,98.5,553.5
440,155,3,18,2025-02-10,Maintenance,2.4,204.0,207.38,411.38
441,358,15,24,2025-05-16,Inspection,2.2,171.6,176.99,348.59000000000003
442,446,13,40,2024-08-31,Maintenance,7.7,400.4,194.06,594.46
443,321,11,33,2024-11-24,Emergency,1.2,100.8,286.26,387.06
444,240,13,40,2025-02-03,Maintenance,5.0,460.0,272.98,732.98
445,471,3,32,2024-10-21,Maintenance,3.4,326.4,8.05,334.45
446,499,11,43,2024-12-20,Emergency,1.6,112.0,60.43,172.43
447,391,9,13,2025-03-11,Inspection,4.5,450.0,203.26,653.26
448,245,9,2,2025-07-31,Inspection,5.5,456.5,190.69,647.19
449,318,10,6,2025-02-07,Installation,5.7,342.0,246.43,588.4300000000001
450,38,14,36,2025-01-31,Maintenance,1.9,96.9,164.89,261.78999999999996
451,310,14,29,2025-06-22,Maintenance,1.1,104.5,143.73,248.23
452,142,12,34,2025-06-29,Emergency,1.5,117.0,28.15,145.15
453,360,3,7,2025-03-15,Maintenance,2.8,196.0,244.04,440.03999999999996
454,179,7,7,2024-09-29,Inspection,3.3,277.2,229.11,506.31
455,53,3,45,2024-09-14,Installation,3.3,191.4,87.97,279.37
456,387,6,17,2025-06-06,Inspection,5.7,558.6,274.91,833.51
457,68,2,22,2025-05-02,Inspection,2.1,199.5,53.66,253.16
458,307,4,46,2025-03-24,Emergency,2.5,205.0,279.83,484.83
459,290,11,45,2025-07-30,Inspection,3.8,258.4,277.36,535.76
460,232,7,9,2025-01-26,Inspection,5.2,291.2,218.94,510.14
461,93,7,31,2024-10-14,Maintenance,4.3,223.6,291.61,515.21
462,204,3,6,2025-01-19,Installation,3.7,321.9,133.99,455.89
463,174,10,19,2024-12-28,Repair,1.6,136.0,281.69,417.69
464,373,13,6,2025-03-27,Maintenance,2.2,211.2,194.11,405.31
465,319,5,2,2024-08-20,Repair,5.2,390.0,83.07,473.07
466,10,10,44,2025-01-08,Repair,1.2,116.4,93.44,209.84
467,361,15,47,2025-03-18,Emergency,3.9,230.1,199.52,429.62
468,60,7,26,2025-02-07,Maintenance,3.7,270.1,136.67,406.77
469,232,8,43,2024-12-11,Installation,2.6,200.2,213.88,414.08
470,20,1,28,2024-08-17,Repair,4.1,299.3,149.17,448.47
471,336,10,48,2024-11-25,Emergency,1.8,153.0,243.39,396.39
472,18,14,1,2025-01-16,Installation,7.3,649.7,268.39,918.09
473,356,2,39,2025-01-18,Repair,5.1,392.7,102.43,495.13
474,435,7,6,2025-05-08,Emergency,5.2,499.2,279.19,778.39
475,380,12,29,2025-06-08,Inspection,3.4,323.0,213.56,536.56
476,401,3,42,2024-10-07,Maintenance,7.2,417.6,151.65,569.25
477,82,12,20,2025-03-08,Emergency,4.9,470.4,112.95,583.35
478,300,15,32,2024-08-08,Inspection,7.5,450.0,51.04,501.04
479,23,9,1,2024-08-14,Repair,3.8,243.2,287.39,530.5899999999999
480,81,4,47,2024-08-05,Inspection,4.5,369.0,254.96,623.96
481,328,10,28,2024-10-17,Repair,1.0,50.0,201.56,251.56
482,15,13,48,2025-05-26,Repair,2.2,156.2,60.07,216.26999999999998
483,79,2,41,2024-08-24,Maintenance,5.0,435.0,169.22,604.22
484,3,14,48,2024-08-12,Inspection,4.7,390.1,183.99,574.09
485,236,14,49,2024-11-13,Inspection,7.4,643.8,194.45,838.25
486,371,12,43,2025-02-03,Installation,2.9,150.8,44.58,195.38
487,123,6,14,2024-11-29,Inspection,5.4,415.8,182.76,598.56
488,257,12,15,2025-04-26,Emergency,5.4,469.8,239.62,709.4200000000001
489,180,1,3,2025-05-07,Emergency,1.2,115.2,137.65,252.85000000000002
490,43,8,28,2025-02-07,Maintenance,4.0,200.0,46.45,246.45
491,41,3,7,2024-09-19,Repair,7.7,662.2,106.01,768.21
492,159,12,43,2024-12-08,Emergency,3.0,204.0,73.46,277.46
493,28,1,48,2025-05-10,Inspection,3.6,198.0,151.95,349.95
494,391,6,1,2025-03-05,Inspection,7.3,423.4,216.85,640.25
495,461,15,40,2025-05-21,Inspection,2.0,132.0,106.21,238.20999999999998
496,79,15,7,2024-11-16,Installation,5.7,541.5,198.7,740.2
497,33,3,1,2025-04-04,Repair,4.0,292.0,70.13,362.13
498,14,13,49,2025-03-20,Emergency,2.3,144.9,103.53,248.43
499,299,3,40,2024-10-29,Installation,1.9,140.6,83.34,223.94
500,410,2,1,2025-04-22,Inspection,7.1,681.6,120.59,802.19
501,82,5,44,2025-06-26,Emergency,3.8,326.8,109.34,436.14
502,480,1,9,2025-06-03,Maintenance,2.8,159.6,207.26,366.86
503,286,7,33,2025-06-01,Inspection,4.7,235.0,119.75,354.75
504,304,7,48,2025-07-08,Installation,4.9,303.8,274.68,578.48
505,227,2,27,2025-04-21,Inspection,7.2,410.4,129.97,540.37
506,50,4,50,2025-04-07,Maintenance,1.4,114.8,30.36,145.16
507,372,1,6,2025-08-04,Emergency,4.0,280.0,173.7,453.7
508,27,13,30,2025-07-06,Installation,4.9,264.6,85.33,349.93
509,407,7,42,2025-07-15,Emergency,2.3,131.1,135.89,266.99
510,236,6,17,2024-12-10,Inspection,4.4,347.6,26.7,374.3
511,393,6,26,2025-03-18,Repair,1.8,156.6,247.76,404.36
512,407,15,6,2025-06-13,Installation,7.9,655.7,61.48,717.1800000000001
513,306,14,35,2025-04-01,Maintenance,4.7,413.6,209.42,623.02
514,22,10,38,2025-06-25,Repair,7.2,540.0,270.29,810.29
515,53,14,29,2025-04-12,Maintenance,2.7,240.3,218.53,458.83000000000004
516,172,12,28,2025-04-28,Repair,3.3,290.4,274.81,565.21
517,488,9,33,2025-08-04,Inspection,4.2,327.6,113.31,440.91
518,69,10,5,2024-11-18,Installation,1.1,101.2,25.74,126.94
519,249,10,17,2025-08-03,Repair,5.3,344.5,117.37,461.87
520,462,5,46,2025-07-17,Maintenance,2.0,116.0,156.64,272.64
521,321,14,29,2024-08-24,Emergency,3.5,220.5,259.66,480.16
522,193,7,34,2025-04-26,Maintenance,5.3,386.9,119.98,506.88
523,351,14,49,2025-06-22,Maintenance,3.2,230.4,133.28,363.68
524,419,3,19,2024-08-19,Inspection,7.1,631.9,22.04,653.9399999999999
525,500,4,34,2024-10-21,Installation,5.5,522.5,30.87,553.37
526,332,4,22,2025-05-11,Installation,5.6,308.0,0.74,308.74
527,398,7,16,2024-11-13,Installation,5.8,377.0,178.21,555.21
528,453,1,12,2025-05-21,Repair,1.9,157.7,292.74,450.44
529,456,8,41,2024-12-24,Emergency,8.0,592.0,139.69,731.69
530,377,10,5,2025-06-21,Inspection,6.6,356.4,28.95,385.34999999999997
531,138,5,10,2024-10-12,Emergency,2.1,111.3,161.61,272.91
532,303,12,20,2025-03-18,Inspection,6.3,623.7,281.54,905.24
533,379,3,32,2024-09-29,Maintenance,7.1,369.2,0.74,369.94
534,405,1,15,2025-04-10,Installation,7.2,676.8,157.28,834.0799999999999
535,387,6,15,2024-08-17,Emergency,5.1,387.6,104.54,492.14000000000004
536,161,14,19,2024-12-28,Repair,2.5,165.0,146.03,311.03
537,333,11,6,2025-04-05,Emergency,1.6,140.8,203.55,344.35
538,34,15,45,2024-11-23,Repair,6.6,594.0,205.46,799.46
539,224,12,30,2024-08-17,Installation,5.8,510.4,34.47,544.87
540,275,15,35,2024-12-19,Emergency,5.4,415.8,235.18,650.98
541,51,2,14,2025-01-09,Maintenance,2.2,189.2,248.83,438.03
542,350,14,41,2025-04-07,Installation,1.4,93.8,211.89,305.69
543,286,13,2,2025-05-29,Maintenance,5.0,300.0,230.83,530.83
544,262,14,13,2024-10-13,Installation,7.8,522.6,92.76,615.36
545,245,11,46,2024-11-03,Installation,3.9,249.6,169.49,419.09000000000003
546,391,8,23,2024-10-12,Installation,1.2,75.6,79.26,154.86
547,463,6,6,2025-06-12,Inspection,3.4,214.2,51.97,266.16999999999996
548,30,5,50,2024-11-23,Repair,4.9,431.2,280.13,711.3299999999999
549,250,2,44,2025-08-02,Inspection,3.8,250.8,215.83,466.63
550,127,11,24,2025-07-08,Emergency,2.4,165.6,158.38,323.98
551,283,7,32,2025-03-16,Repair,4.0,252.0,60.15,312.15
552,408,6,41,2025-03-22,Repair,5.1,270.3,217.46,487.76
553,281,6,24,2024-11-03,Installation,4.2,252.0,245.86,497.86
554,278,4,48,2024-12-31,Repair,7.7,754.6,83.8,838.4
555,107,3,27,2025-03-22,Installation,5.7,456.0,230.87,686.87
556,34,9,8,2025-03-26,Emergency,7.2,604.8,160.6,765.4
557,12,4,46,2025-08-01,Inspection,4.0,292.0,119.04,411.04
558,40,15,4,2025-02-26,Repair,5.4,275.4,190.5,465.9
559,49,5,45,2025-06-03,Repair,6.1,469.7,134.1,603.8
560,53,4,25,2025-01-12,Installation,5.5,363.0,190.06,553.06
561,116,9,21,2025-06-09,Maintenance,4.7,249.1,15.58,264.68
562,429,10,21,2024-09-09,Inspection,1.1,56.1,152.47,208.57
563,493,4,28,2024-08-13,Emergency,3.8,266.0,270.83,536.8299999999999
564,247,4,41,2025-07-09,Repair,3.8,292.6,101.48,394.08000000000004
565,60,2,23,2024-10-30,Installation,1.6,148.8,35.12,183.92000000000002
566,217,4,29,2024-12-02,Repair,7.2,367.2,146.85,514.05
567,429,3,26,2025-02-07,Emergency,3.5,199.5,171.26,370.76
568,50,11,35,2025-05-18,Inspection,3.7,325.6,267.58,593.1800000000001
569,49,2,16,2025-06-27,Inspection,3.6,241.2,147.68,388.88
570,229,3,49,2025-04-12,Inspection,2.9,243.6,41.83,285.43
571,198,10,19,2024-11-30,Installation,7.1,695.8,80.92,776.7199999999999
572,479,1,37,2025-07-23,Emergency,5.5,429.0,182.63,611.63
573,159,4,13,2025-07-25,Installation,2.3,151.8,268.91,420.71000000000004
574,436,10,25,2024-10-10,Installation,6.1,585.6,56.4,642.0
575,173,12,25,2025-03-06,Repair,6.7,536.0,113.69,649.69
576,144,15,44,2025-05-18,Emergency,1.1,107.8,134.35,242.14999999999998
577,360,6,38,2024-10-04,Installation,3.1,291.4,4.4,295.79999999999995
578,79,9,16,2025-04-22,Repair,1.4,102.2,152.22,254.42000000000002
579,171,3,33,2024-11-21,Inspection,4.4,343.2,284.73,627.9300000000001
580,7,7,32,2024-08-27,Emergency,4.2,277.2,280.76,557.96
581,145,14,17,2025-06-13,Emergency,5.5,533.5,54.89,588.39
582,226,15,17,2025-04-23,Repair,6.6,481.8,95.8,577.6
583,274,4,16,2025-01-06,Installation,4.6,423.2,293.37,716.5699999999999
584,407,14,37,2025-05-17,Repair,3.9,296.4,198.52,494.91999999999996
585,431,6,16,2024-09-10,Inspection,5.3,530.0,142.78,672.78
586,247,9,6,2024-09-30,Inspection,3.6,208.8,237.63,446.43
587,265,13,27,2025-02-14,Emergency,2.1,201.6,44.15,245.75
588,175,13,14,2024-08-09,Emergency,7.5,525.0,176.27,701.27
589,198,14,11,2025-04-12,Maintenance,6.6,488.4,23.57,511.96999999999997
590,211,7,4,2025-06-30,Inspection,4.4,418.0,236.63,654.63
591,428,5,21,2025-01-10,Inspection,3.8,323.0,184.15,507.15
592,87,12,11,2025-03-27,Repair,3.3,247.5,10.84,258.34
593,338,9,45,2025-06-24,Maintenance,3.1,226.3,24.26,250.56
594,396,15,30,2025-07-31,Installation,6.5,611.0,198.05,809.05
595,365,15,33,2025-02-19,Emergency,3.9,202.8,147.1,349.9
596,205,13,25,2024-11-18,Maintenance,3.6,324.0,77.78,401.78
597,315,9,23,2025-06-11,Maintenance,2.5,182.5,249.59,432.09000000000003
598,370,10,36,2025-01-13,Installation,4.7,343.1,256.23,599.33
599,129,3,44,2025-04-27,Repair,1.3,126.1,190.97,317.07
600,155,15,31,2024-12-20,Repair,4.1,241.9,73.87,315.77
601,100,1,9,2024-11-13,Inspection,6.3,598.5,87.23,685.73
602,204,13,29,2025-08-01,Installation,4.0,284.0,65.07,349.07
603,440,3,10,2024-12-26,Repair,4.4,387.2,59.5,446.7
604,150,12,11,2025-01-10,Repair,2.5,180.0,233.37,413.37
605,61,11,14,2024-12-05,Maintenance,1.6,158.4,147.31,305.71000000000004
606,148,13,21,2025-07-06,Installation,4.0,244.0,107.75,351.75
607,97,12,32,2024-10-08,Maintenance,4.8,316.8,41.71,358.51
608,236,6,3,2025-07-11,Installation,1.7,136.0,125.11,261.11
609,118,12,35,2024-08-11,Inspection,3.5,182.0,179.36,361.36
610,21,2,34,2025-01-01,Repair,1.7,103.7,177.3,281.0
611,64,2,42,2024-12-25,Repair,7.7,654.5,213.19,867.69
612,296,10,28,2024-10-10,Inspection,7.5,735.0,134.47,869.47
613,407,14,42,2025-02-27,Inspection,4.7,380.7,85.46,466.15999999999997
614,131,10,39,2025-03-28,Installation,2.9,278.4,39.12,317.52
615,87,14,39,2025-02-04,Emergency,5.3,381.6,244.57,626.1700000000001
616,53,3,27,2025-03-05,Maintenance,5.0,365.0,234.66,599.66
617,216,3,39,2024-08-08,Repair,7.0,490.0,120.72,610.72
618,294,8,22,2024-11-24,Emergency,1.1,80.3,142.58,222.88
619,251,11,24,2025-02-20,Emergency,5.3,503.5,226.97,730.47
620,56,5,24,2025-06-09,Inspection,3.1,238.7,219.67,458.37
621,260,5,45,2025-03-08,Inspection,5.0,470.0,148.06,618.06
622,268,4,14,2025-07-30,Repair,2.7,194.4,159.35,353.75
623,232,9,10,2025-07-16,Installation,5.5,379.5,219.49,598.99
624,241,3,40,2025-02-04,Emergency,2.8,156.8,164.97,321.77
625,149,4,17,2025-05-16,Emergency,3.4,333.2,252.68,585.88
626,78,11,8,2025-04-10,Installation,1.8,171.0,74.36,245.36
627,315,15,44,2025-07-16,Maintenance,6.1,372.1,39.52,411.62
628,396,11,14,2025-02-09,Installation,7.3,635.1,195.38,830.48
629,418,5,24,2025-07-01,Emergency,7.9,505.6,121.74,627.34
630,77,15,46,2025-02-09,Emergency,1.7,159.8,262.72,422.52000000000004
631,34,4,32,2024-08-19,Repair,4.1,303.4,297.4,600.8
632,270,7,12,2025-07-14,Inspection,6.0,528.0,265.19,793.19
633,326,15,19,2025-01-14,Repair,2.8,226.8,232.52,459.32000000000005
634,46,12,33,2025-02-25,Installation,2.0,166.0,163.67,329.66999999999996
635,102,9,47,2024-11-10,Repair,6.7,576.2,8.93,585.13
636,15,4,32,2024-08-26,Installation,2.7,229.5,7.58,237.08
637,172,7,25,2025-07-19,Installation,4.6,363.4,185.03,548.43
638,313,3,5,2025-06-26,Inspection,5.2,275.6,195.95,471.55
639,276,10,35,2024-08-17,Installation,7.1,631.9,15.33,647.23
640,366,10,14,2024-11-05,Maintenance,5.7,416.1,117.9,534.0
641,72,10,46,2024-11-07,Emergency,4.1,217.3,207.0,424.3
642,439,10,16,2025-03-12,Inspection,3.4,265.2,22.46,287.65999999999997
643,460,11,13,2024-08-28,Emergency,3.9,390.0,189.8,579.8
644,359,10,12,2024-12-04,Emergency,2.1,161.7,22.82,184.51999999999998
645,285,10,48,2025-01-30,Inspection,3.7,210.9,282.75,493.65
646,223,1,47,2025-03-28,Maintenance,1.4,110.6,289.39,399.99
647,481,13,50,2025-03-26,Installation,1.7,115.6,136.88,252.48
648,177,3,48,2025-06-01,Installation,3.1,223.2,250.11,473.31
649,484,9,17,2025-04-21,Maintenance,4.6,400.2,237.54,637.74
650,359,13,8,2025-07-27,Repair,2.3,138.0,290.59,428.59
651,313,7,41,2024-08-11,Inspection,7.1,461.5,36.42,497.92
652,475,8,10,2025-08-02,Repair,7.9,466.1,194.75,660.85
653,130,6,29,2025-02-19,Installation,7.8,733.2,264.56,997.76
654,103,5,13,2024-11-21,Emergency,2.9,217.5,223.45,440.95
655,255,12,26,2024-09-12,Maintenance,5.2,343.2,50.16,393.36
656,9,12,50,2025-05-02,Repair,5.3,455.8,201.67,657.47
657,62,8,7,2025-03-01,Maintenance,4.3,378.4,194.44,572.8399999999999
658,295,1,11,2024-11-10,Repair,3.0,150.0,7.11,157.11
659,398,15,35,2025-03-28,Inspection,3.6,273.6,219.37,492.97
660,442,13,10,2025-07-13,Repair,8.0,792.0,128.25,920.25
661,215,4,47,2024-10-26,Installation,1.3,105.3,210.08,315.38
662,216,9,6,2025-01-12,Maintenance,5.0,500.0,81.13,581.13
663,43,8,2,2025-06-24,Emergency,3.5,213.5,85.96,299.46
664,120,1,5,2025-01-29,Maintenance,1.9,161.5,293.31,454.81
665,51,3,14,2024-12-04,Emergency,4.6,322.0,12.48,334.48
666,81,8,37,2025-08-01,Maintenance,6.6,607.2,189.16,796.36
667,115,2,32,2025-04-09,Maintenance,2.7,151.2,290.26,441.46
668,43,5,5,2024-12-02,Emergency,3.9,323.7,21.29,344.99
669,305,2,21,2024-12-10,Maintenance,3.4,217.6,192.75,410.35
670,24,12,22,2025-04-22,Inspection,1.2,109.2,131.37,240.57
671,10,15,1,2024-12-16,Maintenance,1.3,89.7,41.45,131.15
672,184,1,12,2024-11-29,Emergency,7.0,476.0,220.61,696.61
673,16,9,14,2024-09-12,Installation,3.8,197.6,167.51,365.11
674,321,15,46,2025-01-26,Repair,3.1,241.8,287.02,528.8199999999999
675,6,12,4,2024-11-10,Repair,5.6,324.8,174.77,499.57000000000005
676,142,1,5,2025-04-13,Installation,5.7,438.9,176.05,614.95
677,359,6,13,2024-10-08,Installation,7.8,499.2,236.89,736.0899999999999
678,398,2,36,2024-08-20,Repair,5.7,547.2,111.49,658.69
679,426,2,7,2024-11-28,Inspection,2.2,151.8,280.45,432.25
680,51,11,24,2025-07-19,Maintenance,1.7,91.8,116.61,208.41
681,177,2,17,2024-08-07,Emergency,3.2,243.2,189.38,432.58
682,56,10,37,2025-04-21,Repair,6.1,603.9,157.6,761.5
683,406,3,29,2024-09-25,Emergency,4.3,219.3,151.05,370.35
684,77,8,28,2025-04-18,Inspection,5.3,323.3,172.31,495.61
685,296,13,36,2024-11-18,Emergency,1.2,100.8,203.57,304.37
686,316,2,12,2024-11-16,Installation,3.9,234.0,46.18,280.18
687,404,3,19,2024-10-09,Emergency,4.2,390.6,206.89,597.49
688,338,4,15,2024-08-14,Maintenance,7.0,560.0,0.83,560.83
689,421,10,34,2024-11-22,Emergency,6.8,584.8,156.04,740.8399999999999
690,158,9,31,2024-11-13,Installation,7.8,405.6,38.42,444.02000000000004
691,42,4,11,2025-01-25,Installation,5.0,395.0,98.22,493.22
692,53,12,14,2025-01-19,Inspection,6.7,609.7,60.73,670.4300000000001
693,214,15,38,2024-09-11,Installation,7.6,380.0,58.87,438.87
694,487,9,31,2025-04-22,Inspection,7.1,411.8,213.91,625.71
695,362,10,41,2024-12-05,Repair,5.0,345.0,214.37,559.37
696,417,14,28,2024-09-07,Installation,1.4,82.6,148.98,231.57999999999998
697,256,9,35,2024-09-04,Emergency,2.3,142.6,148.75,291.35
698,321,12,30,2025-01-02,Repair,1.7,137.7,253.02,390.72
699,12,4,3,2025-01-21,Repair,6.1,512.4,275.16,787.56
700,186,12,7,2025-04-05,Maintenance,5.1,290.7,285.95,576.65
701,106,12,2,2025-04-18,Repair,4.2,340.2,188.24,528.44
702,480,11,41,2024-11-11,Maintenance,6.1,603.9,166.54,770.4399999999999
703,282,3,5,2024-11-13,Maintenance,2.2,123.2,154.43,277.63
704,22,6,36,2025-06-22,Repair,2.8,151.2,214.55,365.75
705,349,5,12,2025-05-21,Repair,4.2,222.6,139.58,362.18
706,197,13,25,2024-11-12,Emergency,1.0,59.0,183.59,242.59
707,3,15,18,2024-12-09,Inspection,1.8,102.6,257.6,360.20000000000005
708,426,14,22,2025-03-27,Inspection,5.8,527.8,233.7,761.5
709,60,6,12,2025-07-31,Repair,1.9,96.9,67.99,164.89
710,389,9,32,2025-02-24,Emergency,5.2,343.2,22.37,365.57
711,161,3,6,2024-11-10,Inspection,7.0,378.0,168.62,546.62
712,235,15,34,2024-08-20,Maintenance,7.4,695.6,285.69,981.29
713,373,6,36,2025-06-07,Repair,1.6,145.6,254.17,399.77
714,282,5,9,2025-08-04,Inspection,7.6,600.4,241.82,842.22
715,496,8,24,2024-09-19,Emergency,1.3,111.8,102.7,214.5
716,360,7,38,2025-05-28,Maintenance,7.0,602.0,203.35,805.35
717,231,11,5,2025-01-12,Emergency,7.5,427.5,100.14,527.64
718,412,6,38,2024-10-30,Inspection,3.2,160.0,25.1,185.1
719,154,6,28,2025-04-23,Repair,6.2,421.6,133.67,555.27
720,410,5,17,2025-02-21,Installation,3.5,206.5,137.94,344.44
721,291,2,34,2025-01-24,Repair,2.1,144.9,292.3,437.20000000000005
722,263,2,35,2025-07-21,Inspection,7.8,491.4,24.95,516.35
723,332,10,15,2024-10-24,Maintenance,3.0,234.0,113.76,347.76
724,141,12,27,2025-01-16,Inspection,3.4,282.2,51.61,333.81
725,262,13,23,2025-05-29,Maintenance,4.5,261.0,153.49,414.49
726,233,3,45,2024-09-21,Emergency,1.1,108.9,251.51,360.40999999999997
727,284,13,22,2025-04-27,Inspection,3.1,282.1,183.62,465.72
728,270,11,34,2025-04-02,Repair,5.9,566.4,291.01,857.41
729,265,5,45,2024-11-21,Inspection,4.6,331.2,89.31,420.51
730,317,8,46,2025-04-12,Maintenance,3.1,235.6,228.24,463.84000000000003
731,269,15,42,2024-12-31,Maintenance,3.8,376.2,231.25,607.45
732,480,15,18,2025-04-17,Installation,6.6,607.2,211.93,819.1300000000001
733,451,7,29,2025-04-02,Maintenance,6.8,673.2,286.95,960.1500000000001
734,152,1,18,2025-05-24,Inspection,6.7,341.7,86.33,428.03
735,186,2,22,2025-01-18,Inspection,5.7,296.4,99.52,395.91999999999996
736,440,4,44,2024-11-16,Maintenance,7.5,660.0,46.26,706.26
737,440,1,31,2024-10-13,Inspection,5.4,324.0,60.87,384.87
738,346,9,11,2025-05-08,Installation,1.2,81.6,289.33,370.92999999999995
739,454,7,32,2025-06-09,Inspection,4.5,270.0,0.75,270.75
740,386,15,8,2025-07-13,Repair,6.8,516.8,65.44,582.24
741,3,7,21,2024-09-27,Repair,1.7,161.5,49.93,211.43
742,90,1,7,2024-10-28,Installation,5.3,471.7,216.94,688.64
743,368,8,12,2024-10-07,Inspection,1.7,158.1,200.19,358.28999999999996
744,152,15,31,2024-12-26,Maintenance,4.0,288.0,291.48,579.48
745,215,15,20,2025-02-10,Maintenance,2.5,212.5,241.55,454.05
746,15,9,28,2025-06-05,Installation,7.5,382.5,75.0,457.5
747,279,11,6,2025-02-23,Inspection,7.4,636.4,254.86,891.26
748,44,11,9,2024-08-15,Installation,3.2,272.0,64.39,336.39
749,85,12,9,2024-08-30,Emergency,1.9,182.4,116.96,299.36
750,282,11,33,2025-07-01,Repair,2.2,160.6,265.19,425.78999999999996
751,392,2,46,2025-03-22,Repair,6.2,322.4,68.59,390.99
752,331,7,19,2024-09-11,Installation,3.0,261.0,196.74,457.74
753,284,13,30,2025-07-26,Inspection,3.3,221.1,60.26,281.36
754,355,8,31,2024-09-14,Emergency,4.9,401.8,158.52,560.32
755,199,13,14,2025-07-05,Repair,3.0,258.0,33.95,291.95
756,480,12,41,2025-02-21,Maintenance,7.5,697.5,47.29,744.79
757,154,8,36,2024-12-23,Installation,5.7,564.3,202.47,766.77
758,291,11,12,2025-07-23,Installation,7.0,616.0,230.73,846.73
759,72,11,12,2025-01-18,Installation,3.2,313.6,146.44,460.04
760,154,11,3,2024-09-11,Inspection,4.3,236.5,131.81,368.31
